Year,Manufacturer,Name,Displacement,Cylinders,City,Highway,Combined
2016,GMC,C15 SIERRA 2WD,53,8,16,22,18
2016,GMC,C15 SIERRA 2WD,62,8,15,21,17
2016,RAM,1500 4X2,30,6,20,28,23
2016,RAM,1500 4X2,36,6,17,25,20
2016,RAM,1500 4X2,57,8,14,20,16
2016,RAM,1500 4X2,57,8,15,22,17
2016,RAM,1500 HFE 4X2,30,6,21,29,24
2016,RAM,1500 HFE 4X2,36,6,18,25,21
2016,Roush,F150 Pickup 2WD,50,8,12,15,13
2016,TOYOTA,TUNDRA 2WD,46,8,15,19,16
2016,TOYOTA,TUNDRA 2WD,57,8,13,18,15
2016,TOYOTA,TUNDRA 2WD FFV,57,8,13,18,15
2016,Chevrolet,K15 SILVERADO 4WD,43,6,17,22,19
2016,Chevrolet,K15 SILVERADO 4WD,53,8,16,22,18
2016,Chevrolet,K15 SILVERADO 4WD,53,8,16,22,18
2016,Chevrolet,K15 SILVERADO 4WD,53,8,16,21,18
2016,Chevrolet,K15 SILVERADO 4WD,53,8,15,21,17
2016,Chevrolet,K15 SILVERADO 4WD,62,8,15,21,17
2016,Ford,F150 2.7L 4WD GVWR>6799 LBS PAYLOAD PACKAGE,27,6,18,22,19
2016,Ford,F150 3.5L 4WD GVWR>7599 LBS PAYLOAD PACKAGE,35,6,15,20,17
2016,Ford,F150 4WD,27,6,18,23,20
2016,Ford,F150 4WD,35,6,16,22,18
2016,Ford,F150 4WD FFV,35,6,17,23,19
2016,Ford,F150 4WD FFV,50,8,15,21,17
2016,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,50,8,14,19,16
2016,GMC,K15 SIERRA 4WD,43,6,17,22,19
2016,GMC,K15 SIERRA 4WD,53,8,16,22,18
2016,GMC,K15 SIERRA 4WD,53,8,16,22,18
2016,GMC,K15 SIERRA 4WD,53,8,16,21,18
2016,GMC,K15 SIERRA 4WD,53,8,15,21,17
2016,GMC,K15 SIERRA 4WD,62,8,15,21,17
2016,RAM,1500 4X4,30,6,19,27,22
2016,RAM,1500 4X4,36,6,16,23,19
2016,RAM,1500 4X4,57,8,13,19,15
2016,RAM,1500 4X4,57,8,15,21,17
2016,Roush,F150 Pickup 4WD,50,8,12,15,13
2016,TOYOTA,TUNDRA 4WD,46,8,14,18,16
2016,TOYOTA,TUNDRA 4WD,57,8,13,17,15
2016,TOYOTA,TUNDRA 4WD FFV,57,8,13,17,15
2016,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,60,8,11,16,13
2016,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,60,8,11,16,12
2016,Ford,Transit T150 Wagon,35,6,15,19,16
2016,Ford,Transit T150 Wagon FFV,37,6,14,18,16
2016,GMC,G2500 SAVANA 2WD PASS MDPV,60,8,11,16,13
2016,GMC,G3500 SAVANA 2WD PASS MDPV,60,8,11,16,12
2016,Cadillac,XTS HEARSE,36,6,15,21,17
2016,Cadillac,XTS LIMO,36,6,15,21,17
2016,CHEVROLET,City Express Cargo Van,20,4,24,26,25
2016,Ford,Transit Connect Van 2WD,16,4,22,29,25
2016,Ford,Transit Connect Van 2WD,25,4,20,28,23
2016,Ford,TRANSIT CONNECT VAN FFV,25,4,20,28,23
2016,Ford,TRANSIT CONNECT WAGON FFV,25,4,19,27,22
2016,Ford,TRANSIT CONNECT WAGON FWD,16,4,22,29,25
2016,Ford,TRANSIT CONNECT WAGON FWD,25,4,19,27,22
2016,Ford,TRANSIT CONNECT WAGON LWB FFV,25,4,19,27,22
2016,Ford,Transit Connect Wagon LWB FWD,25,4,19,27,22
2016,Lincoln,MKT LIVERY FWD,20,4,18,25,21
2016,Mercedes-Benz,Metris (Cargo Van),20,4,21,24,22
2016,Mercedes-Benz,Metris (Passenger Van),20,4,20,23,22
2016,NISSAN,NV200 Cargo Van,20,4,24,26,25
2016,NISSAN,NV200 NYC Taxi,20,4,23,26,24
2016,RAM,Promaster City,24,4,21,29,24
2016,Lincoln,MKT LIVERY AWD,37,6,16,23,18
2016,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,53,8,15,20,17
2016,Chevrolet,COLORADO CAB CHASSIS 2WD,36,6,15,17,16
2016,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,53,8,15,19,17
2016,GMC,C15 SIERRA 2WD CAB CHASSIS,53,8,15,20,17
2016,GMC,CANYON CAB CHASSIS 2WD,36,6,15,17,16
2016,GMC,K15 SIERRA 4WD CAB CHASSIS,53,8,15,19,17
2016,Chrysler,Town & Country,36,6,17,25,20
2016,Chrysler,Town & Country,36,6,17,25,20
2016,Dodge,Grand Caravan,36,6,17,25,20
2016,Dodge,Grand Caravan,36,6,17,25,20
2016,Honda,ODYSSEY 2WD,35,6,19,28,22
2016,KIA MOTORS CORPORATION,Sedona,33,6,18,24,20
2016,KIA MOTORS CORPORATION,Sedona SX,33,6,18,25,21
2016,KIA MOTORS CORPORATION,Sedona SXL,33,6,17,22,19
2016,NISSAN,QUEST,35,6,20,27,23
2016,TOYOTA,SIENNA,35,6,18,25,21
2016,TOYOTA,SIENNA AWD,35,6,16,23,19
2016,Acura,MDX 2WD,35,6,19,27,22
2016,Acura,MDX 2WD,35,6,20,27,23
2016,Acura,RDX 2WD,35,6,20,29,23
2016,BMW,X3 sDrive 28i,20,4,21,28,24
2016,Buick,ENCORE,14,4,28,34,30
2016,Buick,ENCORE,14,4,25,33,28
2016,Chevrolet,EQUINOX FWD,24,4,22,32,26
2016,Chevrolet,EQUINOX FWD,24,4,22,32,26
2016,Chevrolet,EQUINOX FWD,36,6,17,24,20
2016,Chevrolet,TRAX,14,4,26,34,29
2016,Dodge,Journey,24,4,19,26,21
2016,Dodge,Journey,36,6,17,25,19
2016,FIAT,500X,14,4,25,34,28
2016,FIAT,500X,24,4,22,31,25
2016,Ford,EDGE FWD,20,4,20,30,24
2016,Ford,EDGE FWD,20,4,21,30,24
2016,Ford,EDGE FWD,35,6,18,26,21
2016,Ford,ESCAPE FWD,16,4,23,32,26
2016,Ford,ESCAPE FWD,20,4,22,30,25
2016,Ford,ESCAPE FWD,25,4,22,31,25
2016,GMC,TERRAIN FWD,24,4,22,32,26
2016,GMC,TERRAIN FWD,24,4,22,32,26
2016,GMC,TERRAIN FWD,36,6,17,24,20
2016,Honda,CR-V 2WD,24,4,26,33,29
2016,Honda,HR-V 2WD,18,4,28,35,31
2016,Honda,HR-V 2WD,18,4,28,35,31
2016,Honda,HR-V 2WD,18,4,25,34,28
2016,Honda,PILOT 2WD,35,6,19,27,22
2016,Honda,PILOT 2WD,35,6,20,27,23
2016,HYUNDAI MOTOR COMPANY,Santa Fe FWD,33,6,18,25,21
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,20,4,19,27,22
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,24,4,20,27,23
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE FWD,20,4,19,26,22
2016,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate FWD,33,6,17,23,20
2016,HYUNDAI MOTOR COMPANY,Tucson Eco FWD,16,4,26,33,29
2016,HYUNDAI MOTOR COMPANY,Tucson FWD,16,4,25,30,27
2016,HYUNDAI MOTOR COMPANY,Tucson FWD,20,4,23,31,26
2016,INFINITI,QX60 FWD,35,6,21,27,23
2016,INFINITI,QX70 RWD,37,6,17,24,19
2016,Jeep,Cherokee FWD,24,4,22,31,25
2016,Jeep,Cherokee FWD,24,4,22,31,25
2016,Jeep,Cherokee FWD,32,6,21,29,24
2016,Jeep,Compass FWD,20,4,22,26,24
2016,Jeep,Compass FWD,20,4,23,30,26
2016,Jeep,Compass FWD,24,4,21,28,23
2016,Jeep,Compass FWD,24,4,23,29,25
2016,Jeep,Patriot FWD,20,4,22,26,24
2016,Jeep,Patriot FWD,20,4,23,30,26
2016,Jeep,Patriot FWD,24,4,21,28,23
2016,Jeep,Patriot FWD,24,4,23,29,25
2016,Jeep,Renegade 4x2,14,4,24,31,27
2016,Jeep,Renegade 4x2,24,4,22,31,25
2016,KIA MOTORS CORPORATION,Sorento FWD,20,4,20,27,23
2016,KIA MOTORS CORPORATION,Sorento FWD,24,4,21,29,24
2016,KIA MOTORS CORPORATION,Sorento FWD,33,6,18,26,21
2016,KIA MOTORS CORPORATION,Sportage FWD,24,4,21,28,24
2016,KIA MOTORS CORPORATION,Sportage SX FWD,20,4,20,26,22
2016,LEXUS,NX 200t,20,4,22,28,25
2016,LEXUS,NX 300h,25,4,35,31,33
2016,LEXUS,RX 350,35,6,20,28,23
2016,LEXUS,RX 450h,35,6,31,30,30
2016,Lincoln,MKC  FWD,20,4,20,29,23
2016,Lincoln,MKX FWD,27,6,17,26,21
2016,Lincoln,MKX FWD,37,6,17,26,20
2016,MAZDA,CX-5 2WD,20,4,26,35,29
2016,MAZDA,CX-5 2WD,25,4,26,33,29
2016,Mercedes-Benz,GLC 300,20,4,22,28,24
2016,Mitsubishi Motors Corporation,OUTLANDER 2WD,24,4,25,31,27
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,20,4,24,31,27
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,20,4,23,29,25
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,24,4,23,28,25
2016,NISSAN,PATHFINDER 2WD,35,6,20,27,23
2016,NISSAN,ROGUE FWD,25,4,26,33,28
2016,TOYOTA,HIGHLANDER,27,4,20,25,22
2016,TOYOTA,HIGHLANDER,35,6,19,25,21
2016,TOYOTA,RAV4,25,4,23,30,26
2016,TOYOTA,RAV4 LE/XLE,25,4,24,31,26
2016,Volkswagen,Tiguan,20,4,21,26,23
2016,Volvo,XC60 FWD,20,4,23,31,26
2016,Volvo,XC60 FWD,20,4,22,29,24
2016,Volvo,XC70 FWD,20,4,23,31,26
2016,Acura,MDX 4WD,35,6,19,26,22
2016,Acura,MDX 4WD,35,6,18,26,21
2016,Acura,RDX 4WD,35,6,19,28,22
2016,Audi,Q5,20,4,20,28,23
2016,Audi,Q5,30,6,24,31,27
2016,Audi,Q5,30,6,18,26,21
2016,Audi,Q5 Hybrid,20,4,24,30,26
2016,Audi,SQ5,30,6,17,24,19
2016,BMW,X3 xDrive28d,20,4,27,34,30
2016,BMW,X3 xDrive28i,20,4,21,28,24
2016,BMW,X3 xDrive35i,30,6,19,27,22
2016,BMW,X4 M40i,30,6,18,25,21
2016,BMW,X4 xDrive28i,20,4,20,28,23
2016,BMW,X4 xDrive35i,30,6,19,27,22
2016,Buick,ENCORE AWD,14,4,26,32,29
2016,Buick,ENCORE AWD,14,4,23,30,26
2016,Buick,ENVISION AWD,20,4,20,26,22
2016,Chevrolet,EQUINOX AWD,24,4,20,29,23
2016,Chevrolet,EQUINOX AWD,24,4,20,29,23
2016,Chevrolet,EQUINOX AWD,36,6,16,23,18
2016,Chevrolet,TRAX AWD,14,4,24,31,27
2016,Dodge,Journey AWD,36,6,16,24,19
2016,FIAT,500X AWD,24,4,21,30,24
2016,Ford,EDGE AWD,20,4,20,28,23
2016,Ford,EDGE AWD,27,6,17,24,20
2016,Ford,EDGE AWD,35,6,17,25,20
2016,Ford,ESCAPE AWD,16,4,22,29,25
2016,Ford,ESCAPE AWD,20,4,21,28,23
2016,GMC,TERRAIN AWD,24,4,20,29,23
2016,GMC,TERRAIN AWD,36,6,16,23,18
2016,Honda,CR-V 4WD,24,4,25,31,27
2016,Honda,HR-V 4WD,18,4,27,32,29
2016,Honda,HR-V 4WD,18,4,27,32,29
2016,Honda,PILOT 4WD,35,6,18,26,21
2016,Honda,PILOT 4WD,35,6,19,26,22
2016,HYUNDAI MOTOR COMPANY,Santa Fe AWD,33,6,18,24,20
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,20,4,18,24,21
2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,24,4,19,25,21
2016,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate AWD,33,6,17,22,19
2016,HYUNDAI MOTOR COMPANY,Tucson AWD,16,4,24,28,26
2016,HYUNDAI MOTOR COMPANY,Tucson AWD,20,4,21,26,23
2016,HYUNDAI MOTOR COMPANY,Tucson Eco AWD,16,4,25,31,27
2016,INFINITI,QX60 AWD,35,6,19,26,22
2016,INFINITI,QX70 AWD,37,6,16,22,18
2016,Jeep,Cherokee 4X4,24,4,21,28,24
2016,Jeep,Cherokee 4X4,24,4,21,28,24
2016,Jeep,Cherokee 4X4,32,6,20,28,23
2016,Jeep,Cherokee 4x4 Active Drive II,24,4,21,27,23
2016,Jeep,Cherokee 4x4 Active Drive II,32,6,19,26,22
2016,Jeep,Cherokee Trailhawk 4X4,24,4,19,25,22
2016,Jeep,Cherokee Trailhawk 4X4,32,6,19,26,22
2016,Jeep,Compass 4X4,24,4,20,26,22
2016,Jeep,Compass 4X4,24,4,20,23,21
2016,Jeep,Compass 4X4,24,4,22,27,24
2016,Jeep,Patriot 4X4,24,4,20,26,22
2016,Jeep,Patriot 4X4,24,4,20,23,21
2016,Jeep,Patriot 4X4,24,4,22,27,24
2016,Jeep,Renegade 4x4,14,4,24,31,27
2016,Jeep,Renegade 4x4,24,4,21,29,24
2016,Jeep,Wrangler 4X4,36,6,17,21,18
2016,Jeep,Wrangler 4X4,36,6,17,21,18
2016,Jeep,Wrangler Unlimited 4X4,36,6,16,20,18
2016,Jeep,Wrangler Unlimited 4X4,36,6,16,21,18
2016,KIA MOTORS CORPORATION,Sorento AWD,20,4,19,25,22
2016,KIA MOTORS CORPORATION,Sorento AWD,24,4,21,26,23
2016,KIA MOTORS CORPORATION,Sorento AWD,33,6,17,23,19
2016,KIA MOTORS CORPORATION,Sorento AWD FE,33,6,18,26,21
2016,KIA MOTORS CORPORATION,Sportage AWD,24,4,19,26,22
2016,KIA MOTORS CORPORATION,Sportage SX AWD,20,4,19,25,21
2016,Land Rover,Discovery Sport,20,4,20,26,22
2016,Land Rover,Range Rover Evoque,20,4,21,30,24
2016,LEXUS,NX 200t AWD,20,4,22,28,24
2016,LEXUS,NX 200t AWD F SPORT,20,4,22,27,24
2016,LEXUS,NX 300h AWD,25,4,33,30,32
2016,LEXUS,RX 350 AWD,35,6,19,26,22
2016,Lincoln,MKC  AWD,20,4,19,26,22
2016,Lincoln,MKC  AWD,23,4,18,26,21
2016,Lincoln,MKX AWD,27,6,17,24,19
2016,Lincoln,MKX AWD,37,6,16,23,19
2016,MAZDA,CX-5 4WD,25,4,24,30,26
2016,Mercedes-Benz,GLA 250 4MATIC,20,4,24,32,27
2016,Mercedes-Benz,GLA 250 4MATIC,20,4,24,32,27
2016,Mercedes-Benz,GLC 300 4MATIC,20,4,21,28,24
2016,Mitsubishi Motors Corporation,OUTLANDER 4WD,24,4,24,29,26
2016,Mitsubishi Motors Corporation,OUTLANDER 4WD,30,6,20,27,23
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,20,4,23,29,26
2016,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,24,4,22,27,24
2016,NISSAN,PATHFINDER 4WD,35,6,19,26,22
2016,NISSAN,PATHFINDER 4WD PLATINUM,35,6,19,26,21
2016,NISSAN,ROGUE AWD,25,4,25,32,28
2016,Porsche,Macan S,30,6,17,23,19
2016,Porsche,Macan Turbo,36,6,17,23,19
2016,Subaru,CROSSTREK,20,4,26,34,29
2016,Subaru,CROSSTREK,20,4,23,31,26
2016,Subaru,CROSSTREK HYBRID,20,4,30,34,31
2016,Subaru,FORESTER,20,4,23,28,25
2016,Subaru,FORESTER,25,4,24,32,27
2016,Subaru,FORESTER,25,4,22,29,25
2016,Subaru,OUTBACK,25,4,25,33,28
2016,Subaru,OUTBACK,36,6,20,27,22
2016,TOYOTA,RAV4 AWD,25,4,22,29,25
2016,TOYOTA,RAV4 HYBRID AWD,25,4,34,31,33
2016,TOYOTA,RAV4 Limited AWD/SE AWD,25,4,22,29,25
2016,Volkswagen,Tiguan 4Motion,20,4,20,26,23
2016,Volvo,XC60 AWD,20,4,19,27,22
2016,Volvo,XC60 AWD,25,5,19,26,22
2016,Volvo,XC60 AWD,30,6,17,23,20
2016,Volvo,XC70 AWD,25,5,19,26,22
2016,BMW,X5 sDrive35i,30,6,18,25,21
2016,BMW,X6 sDrive35i,30,6,18,25,21
2016,Buick,ENCLAVE FWD,36,6,15,22,18
2016,Cadillac,ESCALADE 2WD,62,8,15,22,17
2016,Cadillac,SRX,36,6,17,24,19
2016,Chevrolet,C1500 SUBURBAN 2WD,53,8,16,23,18
2016,Chevrolet,C1500 SUBURBAN 2WD,53,8,16,23,18
2016,Chevrolet,C1500 TAHOE 2WD,53,8,16,23,18
2016,Chevrolet,C1500 TAHOE 2WD,53,8,16,23,18
2016,Chevrolet,TRAVERSE FWD,36,6,15,22,18
2016,Dodge,Durango RWD,36,6,19,27,22
2016,Dodge,Durango RWD,57,8,14,22,17
2016,Ford,Expedition 2WD,35,6,16,22,18
2016,Ford,Expedition EL 2WD,35,6,15,21,17
2016,Ford,EXPLORER FFV 2WD,35,6,17,24,20
2016,Ford,EXPLORER FWD,23,4,19,28,22
2016,Ford,EXPLORER FWD,35,6,17,24,20
2016,Ford,Flex FWD,35,6,16,23,19
2016,GMC,ACADIA FWD,36,6,15,22,18
2016,GMC,C1500 YUKON 2WD,53,8,16,23,18
2016,GMC,C1500 YUKON 2WD,53,8,16,23,18
2016,GMC,C1500 YUKON 2WD,62,8,15,22,17
2016,GMC,C1500 YUKON XL 2WD,53,8,16,23,18
2016,GMC,C1500 YUKON XL 2WD,53,8,16,23,18
2016,GMC,C1500 YUKON XL 2WD,62,8,15,22,17
2016,INFINITI,QX60 Hybrid FWD,25,4,26,28,26
2016,INFINITI,QX80 2WD,56,8,14,20,16
2016,Jeep,Grand Cherokee 4X2,30,6,22,30,25
2016,Jeep,Grand Cherokee 4X2,36,6,19,26,22
2016,Lincoln,MKT FWD,37,6,16,24,19
2016,Lincoln,Navigator 2WD,35,6,16,22,18
2016,Lincoln,Navigator L 2WD,35,6,15,20,17
2016,Mercedes-Benz,GLE 350,35,6,18,24,20
2016,TOYOTA,4RUNNER 2WD,40,6,17,22,19
2016,TOYOTA,SEQUOIA 2WD,57,8,13,17,15
2016,Volvo,XC90 FWD,20,4,22,26,24
2016,BMW,X5 M,44,8,14,19,16
2016,BMW,X5 xDrive 35d,30,6,23,30,26
2016,BMW,X5 xDrive35i,30,6,18,24,20
2016,BMW,X5 xDrive50i,44,8,15,21,17
2016,BMW,X6 M,44,8,14,19,16
2016,BMW,X6 xDrive35i,30,6,18,24,20
2016,BMW,X6 xDrive50i,44,8,15,21,17
2016,Buick,ENCLAVE AWD,36,6,15,22,17
2016,Cadillac,ESCALADE 4WD,62,8,15,21,17
2016,Cadillac,SRX AWD,36,6,16,23,18
2016,Chevrolet,K1500 SUBURBAN 4WD,53,8,15,22,18
2016,Chevrolet,K1500 SUBURBAN 4WD,53,8,15,22,18
2016,Chevrolet,K1500 TAHOE 4WD,53,8,16,22,18
2016,Chevrolet,K1500 TAHOE 4WD,53,8,16,22,18
2016,Chevrolet,TRAVERSE AWD,36,6,15,22,17
2016,Dodge,Durango AWD,36,6,18,25,21
2016,Dodge,Durango AWD,57,8,14,22,17
2016,Ford,Expedition 4WD,35,6,15,20,17
2016,Ford,Expedition EL 4WD,35,6,14,20,16
2016,Ford,EXPLORER AWD,23,4,18,26,21
2016,Ford,EXPLORER AWD,35,6,16,22,18
2016,Ford,EXPLORER AWD,35,6,16,23,19
2016,Ford,EXPLORER FFV AWD,35,6,16,23,19
2016,Ford,FLEX AWD,35,6,16,22,18
2016,Ford,FLEX AWD,35,6,15,21,17
2016,GMC,ACADIA AWD,36,6,15,22,17
2016,GMC,K1500 YUKON 4WD,53,8,16,22,18
2016,GMC,K1500 YUKON 4WD,53,8,16,22,18
2016,GMC,K1500 YUKON 4WD,62,8,15,21,17
2016,GMC,K1500 YUKON XL 4WD,53,8,15,22,18
2016,GMC,K1500 YUKON XL 4WD,53,8,15,22,18
2016,GMC,K1500 YUKON XL 4WD,62,8,14,20,16
2016,INFINITI,QX60 Hybrid AWD,25,4,25,28,26
2016,INFINITI,QX80 4WD,56,8,13,19,15
2016,Jeep,Grand Cherokee 4X4,30,6,21,28,24
2016,Jeep,Grand Cherokee 4X4,36,6,18,25,21
2016,Jeep,Grand Cherokee 4X4,57,8,14,22,17
2016,Jeep,Grand Cherokee SRT8 4x4,64,8,13,19,15
2016,Land Rover,LR4,30,6,15,19,16
2016,Land Rover,Range Rover,30,6,17,23,19
2016,Land Rover,Range Rover,50,8,14,19,16
2016,Land Rover,Range Rover LWB,30,6,17,23,19
2016,Land Rover,Range Rover LWB,50,8,14,19,16
2016,Land Rover,Range Rover Sport,30,6,17,23,19
2016,Land Rover,Range Rover Sport,50,8,14,19,16
2016,Land Rover,Range Rover Sport TDV6,30,6,22,29,25
2016,Land Rover,Range Rover TDV6,30,6,22,29,25
2016,LEXUS,GX 460,46,8,15,20,17
2016,LEXUS,LX 570,57,8,13,18,15
2016,LEXUS,RX 450h AWD,35,6,30,28,30
2016,Lincoln,MKT AWD,35,6,15,21,17
2016,Lincoln,Navigator 4WD,35,6,15,20,17
2016,Lincoln,Navigator L 4WD,35,6,15,19,16
2016,Mercedes-Benz,AMG G 63,55,8,12,14,13
2016,Mercedes-Benz,AMG G65,60,12,11,13,12
2016,Mercedes-Benz,AMG GL 63,55,8,13,17,14
2016,Mercedes-Benz,AMG GLE 63,55,8,13,17,15
2016,Mercedes-Benz,AMG GLE 63 S,55,8,13,17,15
2016,Mercedes-Benz,AMG GLE 63 S (coupe),55,8,14,18,15
2016,Mercedes-Benz,G 550,40,8,13,14,13
2016,Mercedes-Benz,GL 350 BLUETEC 4MATIC,30,6,19,26,22
2016,Mercedes-Benz,GL 450 4MATIC,30,6,17,21,19
2016,Mercedes-Benz,GL 550 4MATIC,47,8,13,18,15
2016,Mercedes-Benz,GLE 300 d 4MATIC,21,4,22,29,24
2016,Mercedes-Benz,GLE 350 4MATIC,35,6,17,22,19
2016,Mercedes-Benz,GLE 350 4MATIC,35,6,17,22,19
2016,Mercedes-Benz,GLE 350 d 4MATIC,30,6,23,30,26
2016,Mercedes-Benz,GLE 400 4MATIC,30,6,18,22,20
2016,Mercedes-Benz,GLE 450 AMG (coupe),30,6,17,23,20
2016,Porsche,Cayenne,36,6,19,24,21
2016,Porsche,Cayenne Diesel,30,6,20,29,23
2016,Porsche,Cayenne GTS,36,6,16,23,19
2016,Porsche,Cayenne S,36,6,17,24,20
2016,Porsche,Cayenne Turbo,48,8,14,21,17
2016,Porsche,Cayenne Turbo S,48,8,14,21,17
2016,TOYOTA,4RUNNER 4WD,40,6,17,21,18
2016,TOYOTA,4RUNNER 4WD,40,6,17,21,18
2016,TOYOTA,HIGHLANDER AWD,35,6,18,24,20
2016,TOYOTA,HIGHLANDER HYBRID AWD,35,6,27,28,28
2016,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,35,6,28,28,28
2016,TOYOTA,LAND CRUISER WAGON 4WD,57,8,13,18,15
2016,TOYOTA,SEQUOIA 4WD,57,8,13,17,14
2016,TOYOTA,SEQUOIA 4WD FFV,57,8,13,17,14
2016,Volkswagen,Touareg,30,6,21,29,24
2016,Volkswagen,Touareg,36,6,17,23,19
2016,Volvo,XC90 AWD,20,4,20,25,22
2016,Volvo,XC90 AWD,20,4,22,25,23
2022,Toyota,Corolla,2,4,30,40,35
